loan_id,age,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,employment_years,num_credit_lines,debt_to_income,loan_purpose,home_ownership,default
L01252,31,61291,48062,48,19.74,562,16,2,0.784,debt_consolidation,MORTGAGE,0
L01253,38,40726,14046,36,16.97,330,12,4,0.345,medical,MORTGAGE,0
L01254,47,67374,35444,12,23.66,657,10,8,0.526,medical,RENT,1
L01255,42,63054,25634,12,18.03,779,4,4,0.407,education,RENT,0
L01256,49,49457,6090,12,23.53,488,12,4,0.123,home_improvement,MORTGAGE,1
L01257,23,45683,47266,48,6.09,304,28,4,1.035,car,MORTGAGE,0
L01258,64,49631,32008,48,7.64,585,22,9,0.645,vacation,MORTGAGE,0
L01259,22,45425,24107,60,13.58,693,12,2,0.531,car,OWN,0
L01260,57,50216,47545,48,12.31,754,7,7,0.947,debt_consolidation,MORTGAGE,0
L01261,47,39829,10382,12,19.87,725,10,3,0.261,home_improvement,RENT,0
L01262,50,61950,49774,60,8.05,326,7,4,0.803,vacation,RENT,1
L01263,42,60601,11034,36,23.55,426,9,1,0.182,debt_consolidation,RENT,0
L01264,32,61213,10526,24,10.99,434,24,3,0.172,car,MORTGAGE,0
L01265,61,53877,26073,24,13.15,834,26,2,0.484,home_improvement,RENT,0
L01266,32,51802,48698,60,10.22,630,10,7,0.94,vacation,RENT,0
L01267,57,80956,3110,36,16.01,691,27,6,0.038,car,MORTGAGE,0
L01268,60,56213,18445,24,6.11,307,0,1,0.328,vacation,RENT,0
L01269,61,77747,2386,60,7.84,560,6,8,0.031,home_improvement,RENT,0
L01270,56,37064,20584,48,19.17,498,25,9,0.555,home_improvement,MORTGAGE,0
L01271,55,65605,47674,12,8.54,685,7,1,0.727,car,MORTGAGE,0
L01272,45,41775,36451,36,9.47,771,5,5,0.873,vacation,OWN,0
L01273,43,44989,49801,24,20.07,478,25,7,1.107,medical,MORTGAGE,0
L01274,26,47585,32549,12,6.77,749,13,2,0.684,debt_consolidation,RENT,0
L01275,54,46457,8321,60,13.31,539,27,6,0.179,home_improvement,MORTGAGE,0
L01276,57,46547,26440,24,5.44,823,19,8,0.568,vacation,MORTGAGE,0
L01277,41,76910,33566,12,11.59,482,6,8,0.436,car,RENT,0
L01278,40,55817,43446,48,18.28,657,2,8,0.778,car,MORTGAGE,0
L01279,56,59050,34521,36,6.71,675,1,6,0.585,home_improvement,RENT,0
L01280,64,46771,46692,60,21.88,837,21,6,0.998,education,RENT,0
L01281,38,70424,25798,24,22.28,381,17,3,0.366,home_improvement,MORTGAGE,0
L01282,64,61391,15565,48,6.99,657,21,2,0.254,education,RENT,0
L01283,55,49439,25027,36,23.82,484,25,5,0.506,medical,RENT,1
L01284,30,26482,43500,36,10.65,587,2,9,1.643,car,RENT,0
L01285,47,58893,34095,48,6.6,361,13,4,0.579,vacation,RENT,0
L01286,23,65362,7631,24,5.1,806,17,5,0.117,education,MORTGAGE,0
L01287,30,37380,26329,36,12.76,761,12,6,0.704,debt_consolidation,MORTGAGE,0
L01288,30,49682,45020,60,16.97,329,7,6,0.906,debt_consolidation,OWN,0
L01289,61,64668,47206,12,11.31,330,3,4,0.73,medical,RENT,0
L01290,38,26723,39937,60,20.9,592,14,4,1.494,education,OWN,0
L01291,22,43320,8787,36,18.62,472,11,8,0.203,education,RENT,0
L01292,46,61784,40000,12,11.65,427,13,5,0.647,vacation,RENT,0
L01293,64,74890,28875,48,18.95,385,19,5,0.386,debt_consolidation,RENT,0
L01294,61,94344,26514,12,22.87,614,6,9,0.281,debt_consolidation,RENT,0
L01295,63,90255,24580,12,6.77,327,23,4,0.272,vacation,OWN,1
L01296,46,57587,22291,12,10.82,421,11,7,0.387,education,MORTGAGE,0
L01297,60,46283,6288,36,13.8,550,28,5,0.136,vacation,MORTGAGE,0
L01298,56,71616,8734,24,14.46,702,8,9,0.122,home_improvement,MORTGAGE,0
L01299,24,45215,19464,36,15.3,742,9,8,0.43,debt_consolidation,RENT,0
L01300,58,41282,41008,24,10.71,571,7,8,0.993,education,MORTGAGE,0
L01301,51,49505,9814,48,17.68,412,29,3,0.198,debt_consolidation,MORTGAGE,0
L01302,59,47247,45154,48,17.26,693,19,9,0.956,medical,MORTGAGE,0
L01303,55,62427,9851,48,15.98,318,1,8,0.158,home_improvement,RENT,0
L01304,33,44156,3600,48,7.16,764,25,3,0.082,home_improvement,OWN,0
L01305,40,56532,8866,48,14.06,490,15,1,0.157,debt_consolidation,OWN,0
L01306,58,83709,5692,60,11.77,792,20,5,0.068,car,RENT,0
L01307,38,57198,22373,36,14.33,462,22,4,0.391,car,MORTGAGE,0
L01308,31,82301,35100,24,22.52,594,17,8,0.426,vacation,RENT,0
L01309,33,76637,48477,48,14.13,372,19,6,0.633,home_improvement,RENT,0
L01310,37,65656,48877,60,5.27,608,21,5,0.744,debt_consolidation,OWN,0
L01311,45,48625,16847,60,13.34,601,23,9,0.346,education,RENT,0
L01312,40,73729,16507,60,20.59,607,9,6,0.224,debt_consolidation,MORTGAGE,0
L01313,29,50500,11963,36,19.82,423,28,3,0.237,debt_consolidation,RENT,0
L01314,52,54963,8106,48,14.75,560,5,6,0.147,education,RENT,0
L01315,42,60943,9333,60,9.75,494,5,4,0.153,education,OWN,0
L01316,38,54903,33913,60,13.84,650,21,5,0.618,medical,RENT,0
L01317,44,42035,33283,48,15.71,788,19,6,0.792,car,MORTGAGE,0
L01318,58,27512,41423,36,24.0,499,12,9,1.506,medical,MORTGAGE,1
L01319,37,72264,40076,60,17.24,807,18,3,0.555,debt_consolidation,OWN,0
L01320,27,65266,31815,24,18.19,745,16,1,0.487,debt_consolidation,MORTGAGE,0
L01321,29,24029,22584,12,14.34,379,1,2,0.94,home_improvement,OWN,0
L01322,46,41557,27382,12,11.74,768,17,8,0.659,home_improvement,MORTGAGE,0
L01323,39,58223,3064,12,20.45,741,25,4,0.053,car,MORTGAGE,0
L01324,46,62966,43848,36,14.4,571,6,7,0.696,education,MORTGAGE,0
L01325,33,27667,45883,60,23.9,642,26,2,1.658,vacation,RENT,0
L01326,36,53393,8820,12,13.69,423,13,8,0.165,debt_consolidation,RENT,0
L01327,47,64713,10512,12,6.29,522,21,9,0.162,home_improvement,MORTGAGE,0
L01328,62,48672,38725,48,17.97,789,14,7,0.796,car,MORTGAGE,0
L01329,47,59604,21615,60,5.89,596,7,1,0.363,medical,OWN,0
L01330,53,46224,41776,60,9.76,418,8,2,0.904,debt_consolidation,RENT,0
L01331,31,71365,19884,48,11.72,375,20,9,0.279,vacation,OWN,0
L01332,37,40612,49455,60,19.05,557,10,7,1.218,car,MORTGAGE,0
L01333,28,34442,19952,24,14.39,831,2,3,0.579,education,RENT,0
L01334,38,55520,11711,36,5.54,650,19,5,0.211,vacation,MORTGAGE,0
L01335,44,29196,22473,48,16.72,576,13,1,0.77,debt_consolidation,MORTGAGE,0
L01336,47,17107,20249,12,12.82,554,26,3,1.184,car,OWN,0
L01337,42,74507,11597,60,22.51,563,7,4,0.156,education,RENT,0
L01338,43,37283,23984,24,14.49,328,2,4,0.643,home_improvement,MORTGAGE,0
L01339,28,30994,18388,24,18.47,766,17,7,0.593,vacation,RENT,0
L01340,35,40388,49137,36,9.16,334,22,5,1.217,medical,OWN,1
L01341,36,39580,42727,24,19.46,593,13,9,1.08,medical,RENT,0
L01342,28,52441,20782,60,18.7,502,19,7,0.396,vacation,OWN,0
L01343,30,35317,8608,60,22.18,367,28,2,0.244,debt_consolidation,RENT,0
L01344,29,63967,35115,24,5.64,430,7,8,0.549,debt_consolidation,MORTGAGE,0
L01345,44,66632,47180,60,13.5,410,16,2,0.708,debt_consolidation,MORTGAGE,1
L01346,50,32050,44773,60,17.9,823,7,7,1.397,medical,MORTGAGE,0
L01347,39,43874,8500,12,6.81,587,4,5,0.194,medical,RENT,0
L01348,52,45584,37342,48,12.8,342,11,6,0.819,home_improvement,RENT,0
L01349,51,52029,22209,60,22.9,593,1,4,0.427,debt_consolidation,RENT,0
L01350,60,74488,22977,60,13.28,584,16,5,0.308,medical,RENT,0
L01351,56,75525,40040,36,23.72,318,12,5,0.53,medical,RENT,0
L01352,39,99979,43462,48,6.08,806,21,7,0.435,debt_consolidation,OWN,0
L01353,63,15000,5521,48,18.64,846,13,4,0.368,debt_consolidation,OWN,0
L01354,60,38362,3300,48,16.04,347,8,5,0.086,medical,RENT,0
L01355,38,87652,29075,24,14.51,518,8,4,0.332,education,RENT,0
L01356,35,22587,25979,12,23.45,487,8,4,1.15,vacation,OWN,0
L01357,52,87242,32802,12,7.46,330,26,8,0.376,medical,RENT,0
L01358,45,57652,14225,36,22.02,558,19,5,0.247,home_improvement,MORTGAGE,1
L01359,56,58314,13481,48,18.13,643,5,9,0.231,car,RENT,0
L01360,55,31963,23217,48,9.92,607,29,5,0.726,education,RENT,0
L01361,24,46879,46813,60,22.13,370,11,8,0.999,debt_consolidation,RENT,0
L01362,58,86452,39153,24,13.16,606,9,3,0.453,home_improvement,RENT,0
L01363,64,54141,16755,24,20.47,398,21,7,0.309,vacation,MORTGAGE,0
L01364,61,46999,26914,36,12.39,320,4,1,0.573,car,RENT,0
L01365,47,62302,37592,12,21.17,305,17,5,0.603,education,MORTGAGE,0
L01366,44,51540,28269,48,17.1,530,6,2,0.548,medical,RENT,0
L01367,60,61212,40732,36,7.68,381,12,8,0.665,debt_consolidation,OWN,0
L01368,36,39704,26555,24,17.34,516,0,6,0.669,medical,MORTGAGE,0
L01369,25,53611,21874,24,8.64,634,5,5,0.408,home_improvement,MORTGAGE,0
L01370,50,43460,38535,24,12.83,758,20,3,0.887,debt_consolidation,RENT,0
L01371,43,22528,48344,48,8.24,386,20,1,2.146,medical,MORTGAGE,0
L01372,46,63675,47036,48,5.42,814,7,8,0.739,debt_consolidation,OWN,0
L01373,34,32792,9925,48,9.03,812,8,5,0.303,home_improvement,RENT,0
L01374,39,52034,5107,60,15.19,777,6,9,0.098,medical,MORTGAGE,0
L01375,54,71669,22852,12,14.15,797,9,7,0.319,car,MORTGAGE,0
L01376,37,28039,32183,24,14.53,748,28,1,1.148,vacation,RENT,0
L01377,63,65884,29617,24,9.71,559,7,1,0.45,medical,MORTGAGE,0
L01378,23,49603,10722,60,18.02,836,29,7,0.216,debt_consolidation,RENT,0
L01379,56,37602,24631,24,18.38,499,1,7,0.655,education,RENT,0
L01380,63,91412,33622,24,11.8,762,17,9,0.368,medical,MORTGAGE,0
L01381,55,54989,9883,48,21.74,393,27,2,0.18,debt_consolidation,OWN,0
L01382,51,44774,21708,48,17.24,651,14,7,0.485,education,RENT,0
L01383,34,40956,48221,12,18.55,407,23,2,1.177,home_improvement,OWN,0
L01384,34,70860,19197,24,10.27,654,5,2,0.271,education,MORTGAGE,0
L01385,39,43982,23134,36,5.01,768,23,5,0.526,vacation,OWN,0
L01386,53,68617,42386,24,21.44,394,13,9,0.618,debt_consolidation,RENT,0
L01387,53,54955,35550,24,20.63,390,24,9,0.647,medical,RENT,0
L01388,56,75091,16642,12,7.34,343,24,1,0.222,education,MORTGAGE,0
L01389,60,36234,22439,36,12.11,755,26,7,0.619,home_improvement,MORTGAGE,0
L01390,50,38744,34243,24,17.57,683,21,3,0.884,education,MORTGAGE,0
L01391,50,49941,42557,36,17.39,322,23,1,0.852,car,MORTGAGE,0
L01392,37,51434,26583,48,21.35,322,17,2,0.517,medical,RENT,0
L01393,31,48617,30349,48,7.67,533,23,6,0.624,vacation,OWN,0
L01394,51,102365,16002,36,13.17,610,2,2,0.156,home_improvement,RENT,0
L01395,46,92138,21523,24,6.85,716,29,2,0.234,medical,RENT,0
L01396,60,60382,46749,36,12.4,632,0,4,0.774,debt_consolidation,RENT,0
L01397,41,62505,7007,36,5.29,402,22,3,0.112,debt_consolidation,MORTGAGE,0
L01398,26,50744,22435,48,22.07,799,0,8,0.442,debt_consolidation,RENT,0
L01399,22,36103,42343,36,15.01,782,13,8,1.173,medical,RENT,0
L01400,51,51722,27093,60,21.15,488,26,6,0.524,vacation,RENT,0
L01401,24,68880,13294,60,6.14,759,0,4,0.193,debt_consolidation,RENT,0
L01402,35,78501,40405,48,9.32,488,0,7,0.515,medical,OWN,1
L01403,51,72922,47538,24,9.93,650,3,9,0.652,medical,MORTGAGE,0
L01404,25,27824,49310,24,12.35,413,28,2,1.772,vacation,RENT,0
L01405,39,49793,12908,48,20.25,403,29,6,0.259,home_improvement,RENT,0
L01406,58,28560,14699,24,12.34,807,11,7,0.515,home_improvement,MORTGAGE,0
L01407,46,76039,36633,12,8.89,644,14,1,0.482,medical,OWN,0
L01408,22,47577,3376,60,6.23,320,28,6,0.071,home_improvement,MORTGAGE,0
L01409,36,54152,16255,12,6.51,686,29,8,0.3,car,RENT,0
L01410,30,63640,15647,12,19.44,508,27,7,0.246,vacation,MORTGAGE,0
L01411,36,104790,40176,12,13.45,782,3,2,0.383,medical,OWN,0
L01412,45,59828,10163,48,18.8,772,29,2,0.17,home_improvement,OWN,0
L01413,25,50711,41051,12,17.96,692,9,4,0.81,education,RENT,0
L01414,33,32661,36744,36,7.57,815,10,5,1.125,home_improvement,RENT,0
L01415,58,81255,8443,24,7.71,487,5,5,0.104,vacation,MORTGAGE,0
L01416,58,51730,15324,48,19.35,645,27,2,0.296,education,RENT,0
L01417,64,84828,23143,36,18.7,651,9,7,0.273,debt_consolidation,RENT,0
L01418,27,74901,42363,36,12.18,840,11,8,0.566,home_improvement,OWN,0
L01419,60,46666,6920,60,6.47,346,2,2,0.148,education,OWN,0
L01420,45,29939,19375,60,5.23,376,14,4,0.647,vacation,OWN,0
L01421,32,59906,39996,36,10.47,642,15,3,0.668,education,OWN,0
L01422,34,43931,13748,60,5.18,490,9,4,0.313,debt_consolidation,OWN,0
L01423,55,55708,30535,24,9.37,842,21,5,0.548,education,OWN,0
L01424,46,73882,17715,24,12.97,335,28,6,0.24,medical,MORTGAGE,0
L01425,28,25235,49252,60,7.31,723,22,2,1.952,debt_consolidation,OWN,0
L01426,25,59763,8450,12,6.98,650,10,6,0.141,home_improvement,OWN,0
L01427,29,68672,27010,36,22.03,487,15,9,0.393,medical,RENT,0
L01428,41,69545,2020,24,16.12,826,16,8,0.029,medical,MORTGAGE,0
L01429,50,30456,16717,60,22.75,633,13,1,0.549,debt_consolidation,RENT,0
L01430,31,62548,49348,60,11.57,782,15,9,0.789,medical,OWN,0
L01431,64,76663,44885,24,17.87,515,13,2,0.585,debt_consolidation,RENT,0
L01432,55,61178,11664,24,8.89,457,5,1,0.191,debt_consolidation,OWN,0
L01433,47,52917,3099,12,16.75,540,9,6,0.059,education,RENT,0
L01434,62,75513,25225,60,7.46,595,16,1,0.334,debt_consolidation,MORTGAGE,0
L01435,24,42502,4637,60,5.04,761,22,6,0.109,vacation,RENT,0
L01436,27,27463,43349,48,22.7,344,9,2,1.578,home_improvement,RENT,0
L01437,26,51389,42512,12,15.54,794,20,7,0.827,medical,MORTGAGE,0
L01438,26,64630,21797,24,22.61,474,9,7,0.337,car,RENT,0
L01439,44,73700,42225,24,11.34,645,13,4,0.573,education,RENT,0
L01440,30,64549,12807,36,11.23,355,19,2,0.198,home_improvement,OWN,0
L01441,56,70044,19738,24,12.61,640,16,7,0.282,car,MORTGAGE,0
L01442,41,73815,8402,60,18.41,407,8,1,0.114,debt_consolidation,RENT,0
L01443,63,48891,6521,24,15.75,513,14,2,0.133,medical,RENT,0
L01444,56,52337,10382,60,22.58,798,6,2,0.198,education,OWN,0
L01445,39,78169,47460,60,5.48,696,1,1,0.607,home_improvement,RENT,0
L01446,38,33217,39121,12,18.46,849,3,9,1.178,car,RENT,0
L01447,45,62724,17065,24,11.28,796,19,6,0.272,car,MORTGAGE,0
L01448,24,42099,21934,12,8.42,472,23,3,0.521,car,RENT,0
L01449,53,74804,16425,60,14.7,404,17,6,0.22,home_improvement,MORTGAGE,0
L01450,56,54677,15111,24,14.6,778,10,7,0.276,vacation,OWN,0
L01451,59,55136,42799,24,7.6,698,4,3,0.776,debt_consolidation,MORTGAGE,0
L01452,34,86119,17510,12,8.84,733,25,4,0.203,medical,MORTGAGE,0
L01453,46,35631,39851,12,12.76,493,7,1,1.118,car,OWN,0
L01454,30,58884,10816,60,12.77,765,21,6,0.184,education,OWN,0
L01455,25,51757,14317,60,11.03,640,19,6,0.277,home_improvement,MORTGAGE,0
L01456,35,64583,4175,24,7.82,358,4,9,0.065,education,RENT,0
L01457,58,89727,13341,24,5.08,837,1,2,0.149,car,RENT,0
L01458,55,44105,27654,48,23.43,777,4,5,0.627,home_improvement,MORTGAGE,0
L01459,32,33446,23608,48,22.93,402,2,5,0.706,education,RENT,0
L01460,62,40432,19579,36,14.19,832,11,7,0.484,vacation,RENT,0
L01461,24,50809,32194,60,23.91,621,18,5,0.634,car,MORTGAGE,0
L01462,49,56156,36837,36,17.8,848,6,4,0.656,car,OWN,0
L01463,50,57061,5358,36,6.31,313,18,2,0.094,medical,RENT,1
L01464,30,87447,20822,12,7.24,755,3,8,0.238,home_improvement,RENT,1
L01465,24,84247,43576,12,22.41,520,22,5,0.517,home_improvement,RENT,0
L01466,46,78453,39012,48,16.97,690,13,4,0.497,vacation,MORTGAGE,0
L01467,55,100259,21727,36,21.02,472,18,9,0.217,car,MORTGAGE,0
L01468,33,69833,36579,48,22.07,380,25,2,0.524,medical,RENT,0
L01469,63,74950,33018,60,13.51,635,25,3,0.441,education,MORTGAGE,0
L01470,30,69485,18555,24,5.92,524,28,8,0.267,debt_consolidation,RENT,0
L01471,36,66536,7906,12,8.58,334,17,4,0.119,medical,MORTGAGE,0
L01472,61,62099,42751,60,6.26,487,25,9,0.688,education,RENT,0
L01473,46,47856,6063,60,8.59,523,6,9,0.127,medical,OWN,0
L01474,26,32557,45214,12,12.8,793,14,9,1.389,education,RENT,0
L01475,32,52648,10644,12,7.25,610,20,1,0.202,medical,RENT,0
L01476,55,65183,44378,36,8.17,820,0,6,0.681,medical,RENT,0
L01477,45,56300,10142,48,13.47,839,11,6,0.18,car,RENT,0
L01478,36,35823,33644,60,11.46,668,25,8,0.939,medical,MORTGAGE,0
L01479,59,52014,35521,36,13.89,774,28,7,0.683,education,MORTGAGE,0
L01480,29,51075,13564,36,13.15,330,23,7,0.266,education,MORTGAGE,0
L01481,26,53877,41619,60,17.25,531,18,2,0.772,home_improvement,RENT,1
L01482,47,63836,7104,60,22.81,796,26,4,0.111,education,RENT,0
L01483,39,67712,29299,24,7.05,474,22,1,0.433,home_improvement,RENT,0
L01484,27,45999,49958,48,6.89,597,5,7,1.086,education,RENT,0
L01485,58,72660,15421,60,21.2,664,25,4,0.212,medical,RENT,0
L01486,34,75369,25211,12,14.62,385,27,9,0.335,education,OWN,0
L01487,49,60765,13202,24,19.56,388,12,6,0.217,home_improvement,RENT,0
L01488,26,66965,45871,48,9.09,353,29,6,0.685,car,MORTGAGE,0
L01489,34,72716,44185,12,20.75,660,5,9,0.608,debt_consolidation,MORTGAGE,0
L01490,38,35242,43127,12,22.55,775,12,8,1.224,medical,RENT,0
L01491,61,73985,5685,48,17.07,528,14,6,0.077,education,OWN,0
L01492,53,40778,26661,24,7.01,833,28,6,0.654,home_improvement,RENT,0
L01493,50,42531,44637,12,22.01,672,15,6,1.05,home_improvement,RENT,0
L01494,24,58533,20366,36,20.06,768,7,4,0.348,car,RENT,0
L01495,61,16407,39712,48,19.27,719,12,5,2.42,education,MORTGAGE,0
L01496,55,58161,26276,48,5.7,831,12,3,0.452,car,RENT,0
L01497,61,72672,17410,60,20.18,699,27,9,0.24,debt_consolidation,OWN,0
L01498,48,25373,11678,24,7.62,483,28,2,0.46,education,RENT,0
L01499,34,74602,26575,36,9.23,389,19,7,0.356,vacation,RENT,0
L01500,54,42421,43401,36,15.97,682,19,1,1.023,vacation,RENT,0
L01501,27,58723,43230,60,10.03,668,11,7,0.736,education,OWN,0
L01502,45,45035,15888,12,17.57,373,18,2,0.353,vacation,OWN,0
L01503,40,65312,18727,12,16.55,568,16,5,0.287,debt_consolidation,MORTGAGE,0
L01504,37,73449,5081,36,7.05,314,29,1,0.069,medical,RENT,0
L01505,61,66646,25021,24,17.46,628,25,5,0.375,vacation,RENT,0
L01506,49,54928,11449,12,22.56,691,2,4,0.208,vacation,MORTGAGE,0
L01507,54,46434,17657,48,8.06,733,14,1,0.38,education,RENT,0
L01508,62,53752,37059,60,16.34,643,16,1,0.689,home_improvement,RENT,0
L01509,34,66807,3532,24,11.5,494,5,7,0.053,home_improvement,RENT,0
L01510,64,67424,39130,12,13.73,335,23,3,0.58,medical,MORTGAGE,1
L01511,46,64914,18015,36,10.45,504,18,9,0.278,education,OWN,0
L01512,63,31913,39756,60,11.73,356,29,9,1.246,car,RENT,0
L01513,57,54585,8344,12,5.55,409,11,9,0.153,debt_consolidation,OWN,0
L01514,48,43598,43198,36,23.65,795,3,1,0.991,vacation,MORTGAGE,0
L01515,59,66968,11106,12,16.87,524,20,4,0.166,education,RENT,0
L01516,28,41230,36206,60,14.51,685,22,1,0.878,education,RENT,0
L01517,26,63136,49587,48,12.29,363,11,1,0.785,debt_consolidation,MORTGAGE,0
L01518,64,49920,11652,48,15.25,651,26,9,0.233,home_improvement,OWN,0
L01519,52,21176,26550,36,12.22,762,21,5,1.254,debt_consolidation,RENT,0
L01520,44,71757,8389,48,11.84,619,1,1,0.117,home_improvement,MORTGAGE,0
L01521,63,54544,24361,60,13.81,656,6,3,0.447,debt_consolidation,OWN,0
L01522,31,77967,37847,36,10.24,392,15,7,0.485,home_improvement,MORTGAGE,0
L01523,53,25024,41063,12,8.42,599,23,2,1.641,debt_consolidation,RENT,0
L01524,64,49752,15703,24,15.58,793,29,4,0.316,vacation,RENT,0
L01525,51,51104,20642,12,21.01,688,11,2,0.404,vacation,OWN,0
L01526,60,59863,43326,60,7.9,733,15,9,0.724,medical,OWN,0
L01527,52,31146,38509,36,5.62,401,13,9,1.236,debt_consolidation,RENT,1
L01528,39,64792,15881,12,9.69,677,0,7,0.245,car,MORTGAGE,0
L01529,57,89409,17414,36,23.61,637,21,7,0.195,medical,OWN,0
L01530,23,63541,16329,48,20.75,791,26,2,0.257,debt_consolidation,MORTGAGE,0
L01531,35,56671,24831,24,16.32,359,8,8,0.438,car,RENT,1
L01532,34,30205,43091,60,22.66,808,6,1,1.427,vacation,MORTGAGE,0
L01533,50,41063,9588,12,13.46,691,4,8,0.233,vacation,OWN,0
L01534,33,53994,2903,24,23.68,418,28,5,0.054,education,RENT,0
L01535,60,45464,46416,60,10.63,770,29,4,1.021,vacation,RENT,0
L01536,23,73472,44723,60,9.57,627,9,2,0.609,education,RENT,0
L01537,53,64606,37572,48,17.12,320,26,3,0.582,car,OWN,0
L01538,34,103462,19610,36,12.18,396,9,2,0.19,home_improvement,RENT,0
L01539,48,37344,36052,36,16.9,812,24,4,0.965,debt_consolidation,MORTGAGE,0
L01540,62,55596,35457,24,10.79,649,17,3,0.638,medical,MORTGAGE,0
L01541,38,30097,23527,48,16.74,431,6,5,0.782,education,MORTGAGE,0
L01542,61,15000,39550,60,10.24,845,24,7,2.637,medical,OWN,0
L01543,52,68008,31011,48,5.97,331,17,9,0.456,vacation,MORTGAGE,1
L01544,55,63939,39275,48,22.33,558,12,5,0.614,home_improvement,RENT,0
L01545,45,39617,36764,24,21.78,775,10,8,0.928,education,OWN,0
L01546,56,56674,34004,36,23.45,332,9,2,0.6,debt_consolidation,RENT,0
L01547,27,43673,26064,48,18.61,687,21,6,0.597,education,RENT,0
L01548,40,46104,30702,48,17.97,755,8,8,0.666,debt_consolidation,RENT,0
L01549,51,49234,22165,48,15.62,443,14,9,0.45,medical,OWN,0
L01550,28,38861,10631,12,7.39,523,13,4,0.274,medical,RENT,0
L01551,31,42100,23852,48,8.6,516,2,4,0.567,medical,MORTGAGE,0
L01552,62,42608,6507,48,10.5,455,23,7,0.153,debt_consolidation,MORTGAGE,0
L01553,53,62611,2527,60,21.91,819,13,4,0.04,education,RENT,0
L01554,55,15000,30981,12,8.29,335,20,5,2.065,medical,OWN,1
L01555,49,50902,37764,48,22.53,308,15,2,0.742,debt_consolidation,MORTGAGE,0
L01556,36,35421,38235,48,14.93,339,22,2,1.079,vacation,RENT,0
L01557,51,36072,49540,24,18.6,768,28,5,1.373,education,MORTGAGE,1
L01558,58,45538,35471,24,7.09,478,27,2,0.779,education,MORTGAGE,0
L01559,50,54741,2662,12,10.11,800,2,6,0.049,education,RENT,0
L01560,43,51140,26940,60,23.21,672,7,6,0.527,home_improvement,RENT,0
L01561,25,35846,43882,12,10.06,367,1,8,1.224,medical,MORTGAGE,1
L01562,41,67990,8256,12,10.63,723,28,1,0.121,debt_consolidation,MORTGAGE,0
L01563,53,38753,30432,24,8.75,814,23,7,0.785,vacation,RENT,0
L01564,57,41775,10367,24,7.45,663,1,7,0.248,car,RENT,0
L01565,25,60120,48228,60,9.43,750,22,9,0.802,vacation,OWN,0
L01566,48,60766,40065,48,17.2,815,17,4,0.659,home_improvement,RENT,0
L01567,38,43989,27511,60,13.65,628,6,7,0.625,vacation,MORTGAGE,0
L01568,33,15000,10573,48,15.52,669,16,6,0.705,medical,MORTGAGE,1
L01569,43,39061,17582,36,7.32,686,5,4,0.45,medical,OWN,0
L01570,38,57913,7378,24,20.24,846,9,8,0.127,car,RENT,0
L01571,31,67394,15500,36,19.9,413,6,3,0.23,education,MORTGAGE,0
L01572,22,53572,2305,36,5.41,337,3,8,0.043,debt_consolidation,RENT,0
L01573,43,46378,23881,24,12.29,844,10,5,0.515,vacation,RENT,0
L01574,47,96277,6697,36,6.31,676,15,4,0.07,car,OWN,0
L01575,39,48295,9222,12,20.05,698,26,3,0.191,medical,OWN,0
L01576,35,66020,9933,48,19.01,502,16,7,0.15,education,MORTGAGE,0
L01577,50,30969,19849,60,22.14,501,27,7,0.641,debt_consolidation,MORTGAGE,0
L01578,33,35376,26236,24,9.49,399,5,6,0.742,debt_consolidation,RENT,0
L01579,57,66651,46231,12,13.67,697,19,3,0.694,home_improvement,RENT,0
L01580,56,73802,35170,60,8.51,749,18,9,0.477,education,OWN,0
L01581,33,47985,14901,60,12.05,417,19,2,0.311,medical,RENT,1
L01582,28,21724,8940,60,14.92,720,21,3,0.412,debt_consolidation,MORTGAGE,0
L01583,50,51983,21054,36,6.01,542,20,1,0.405,home_improvement,OWN,0
L01584,32,58409,42863,36,18.58,840,17,7,0.734,home_improvement,MORTGAGE,0
L01585,54,56778,45610,36,15.32,526,14,2,0.803,medical,MORTGAGE,0
L01586,27,44858,6544,36,20.75,800,1,8,0.146,debt_consolidation,RENT,0
L01587,36,52248,27318,12,10.16,512,18,9,0.523,education,RENT,0
L01588,53,41504,8074,36,22.16,412,26,2,0.195,debt_consolidation,RENT,0
L01589,32,34986,41618,24,23.98,672,5,6,1.19,vacation,RENT,0
L01590,44,68602,35518,60,22.47,598,11,1,0.518,debt_consolidation,RENT,0
L01591,47,56760,27444,12,19.78,318,29,8,0.484,home_improvement,RENT,0
L01592,55,52287,22446,36,20.44,310,0,5,0.429,car,MORTGAGE,0
L01593,55,45871,30543,60,15.9,307,26,9,0.666,medical,RENT,1
L01594,50,51756,26789,12,8.61,452,22,3,0.518,car,MORTGAGE,0
L01595,25,57885,3617,60,17.86,849,23,2,0.062,debt_consolidation,RENT,0
